Date,Adj Close,Close,High,Low,Open,Volume
2010-02-26 00:00:00+00:00,124.3867798,134.7700043,136.1999969,132.2200012,134,2091610
2010-03-02 00:00:00+00:00,126.9249039,137.5200043,138.5800018,132.6999969,134,2009720
2010-03-03 00:00:00+00:00,131.908844,142.9199982,144.7700043,134.8000031,137.6000061,6396450
2010-03-04 00:00:00+00:00,131.9734955,142.9900055,144.3300018,141.5,142.8000031,1585250
2010-03-05 00:00:00+00:00,132.3334503,143.3800049,147.3999939,142.4199982,143.9400024,2088575
2010-03-08 00:00:00+00:00,135.3976593,146.6999969,147.3000031,142.7799988,142.7799988,2998275
2010-03-09 00:00:00+00:00,132.0565186,143.0800018,147.1999969,142.3999939,146.6999969,2887980
2010-03-10 00:00:00+00:00,131.068985,142.0099945,143.7299957,139.6000061,143.1999969,2456645
2010-03-11 00:00:00+00:00,127.9217224,138.6000061,142.7799988,137.3000031,141.9600067,3215010
2010-03-12 00:00:00+00:00,129.0846252,139.8600006,141.3000031,136.4600067,139.4600067,4587100
2010-03-15 00:00:00+00:00,129.499939,140.3099976,141.8999939,139.3999939,140,3691730
2010-03-16 00:00:00+00:00,132.9887238,144.0899963,145.6000061,138,142.8000031,4313620
2010-03-17 00:00:00+00:00,132.0750122,143.1000061,145.3399963,142.3300018,144.6799927,2894280
2010-03-18 00:00:00+00:00,131.5858612,142.5700073,144.9799957,138.0200043,138.0200043,1602495
2010-03-19 00:00:00+00:00,134.5115967,145.7400055,146,142.0200043,142.4100037,3173105
2010-03-22 00:00:00+00:00,134.1885681,145.3899994,148.3600006,142.8000031,144.8000031,3420825
2010-03-23 00:00:00+00:00,134.0870514,145.2799988,147.1999969,144.0200043,146.0500031,3137795
2010-03-25 00:00:00+00:00,135.9883118,147.3399963,147.9600067,144.75,145.3999939,4631175
2010-03-26 00:00:00+00:00,136.782074,148.1999969,149.7599945,146.0200043,147.1399994,4510640
2010-03-29 00:00:00+00:00,143.0028076,154.9400024,157.3999939,147.6999969,149.6199951,3427565
2010-03-30 00:00:00+00:00,145.1994629,157.3200073,159.9600067,153.2299957,155.9799957,5228770
2010-03-31 00:00:00+00:00,145.7531891,157.9199982,159.8000031,157,157.8000031,2262800
2010-04-01 00:00:00+00:00,138.7110291,150.2899933,161.1999969,147.1999969,156.9199982,62604490
2010-04-05 00:00:00+00:00,138.6187439,150.1900024,152.9400024,149,152,3068635
2010-04-06 00:00:00+00:00,136.8005371,148.2200012,151.2299957,147.8300018,151.1999969,2779200
2010-04-07 00:00:00+00:00,137.0497131,148.4900055,149.8600006,147.6199951,149.8600006,2025005
2010-04-08 00:00:00+00:00,136.8744354,148.3000031,150.6799927,147,147.2799988,2818780
2010-04-09 00:00:00+00:00,137.0958862,148.5399933,150.1999969,148.1499939,149,1723635
2010-04-12 00:00:00+00:00,137.9634705,149.4799957,149.9799957,147.0800018,149,1443360
2010-04-13 00:00:00+00:00,139.9662628,151.6499939,153,149.0500031,150.7400055,2766355
2010-04-15 00:00:00+00:00,138.2218781,149.7599945,153.7799988,149.3000031,152.3200073,2582545
2010-04-16 00:00:00+00:00,138.2865295,149.8300018,150.3000031,148.3999939,150.0200043,1299990
2010-04-19 00:00:00+00:00,137.5665894,149.0500031,149.4700012,146.6399994,148,1658230
2010-04-20 00:00:00+00:00,139.569397,151.2200012,151.7799988,148,148,1682830
2010-04-21 00:00:00+00:00,142.8551178,154.7799988,155.3999939,148.5,151.6000061,3645470
2010-04-22 00:00:00+00:00,144.5164337,156.5800018,157.3000031,154.1999969,155.3999939,3305040
2010-04-23 00:00:00+00:00,144.7840729,156.8699951,157.25,154.7100067,157.1999969,2273000
2010-04-26 00:00:00+00:00,140.833847,152.5899963,157.8800049,151.8600006,157.8800049,1761705
2010-04-27 00:00:00+00:00,139.5232697,151.1699982,153,150.4499969,153,2151410
2010-04-28 00:00:00+00:00,137.5112305,148.9900055,150.3999939,148.3000031,149.8000031,2261885
2010-04-29 00:00:00+00:00,136.8097687,148.2299957,149.9900055,147.3800049,147.4600067,3114455
2010-04-30 00:00:00+00:00,136.4128723,147.8000031,149.9799957,146.8699951,148.4400024,2816810
2010-05-03 00:00:00+00:00,134.5484772,145.7799988,147.8500061,145.0299988,147.8500061,1635105
2010-05-04 00:00:00+00:00,131.391983,142.3600006,147,141.6199951,147,1028305
2010-05-05 00:00:00+00:00,128.4200745,139.1399994,142.4900055,137,140.3999939,1229535
2010-05-06 00:00:00+00:00,126.0019608,136.5200043,140,135.6300049,140,869630
2010-05-07 00:00:00+00:00,120.4088516,130.4600067,136.2200012,129,136.2200012,2221815
2010-05-10 00:00:00+00:00,127.8386383,138.5099945,139.9400024,131.0099945,131.0099945,2034620
2010-05-11 00:00:00+00:00,129.638382,140.4600067,143.3800049,137.6199951,138.6199951,2057890
2010-05-12 00:00:00+00:00,133.5240326,144.6699982,145.6000061,138.6600037,141,2107705
2010-05-13 00:00:00+00:00,137.3727722,148.8399963,151.9799957,145.3000031,145.3800049,4105230
2010-05-14 00:00:00+00:00,131.4381714,142.4100037,150.3300018,141.4600067,148.0200043,3020415
2010-05-17 00:00:00+00:00,129.4815063,140.2899933,145.5599976,139.4100037,142.8000031,3047020
2010-05-18 00:00:00+00:00,126.075798,136.6000061,142,135.2799988,138,2877205
2010-05-19 00:00:00+00:00,120.7595596,130.8399963,135.1799927,130,134.8000031,1484980
2010-05-20 00:00:00+00:00,119.8458328,129.8500061,133.9799957,129,132,798775
2010-05-21 00:00:00+00:00,123.8699341,134.2100067,135.0700073,125.0400009,127.9800034,1928445
2010-05-24 00:00:00+00:00,124.9682236,135.3999939,138.0800018,134,135.3999939,848410
2010-05-25 00:00:00+00:00,118.7382736,128.6499939,135.3999939,126.9100037,135.3999939,1806230
2010-05-26 00:00:00+00:00,124.2760239,134.6499939,135.3999939,129.8200073,130,1077775
2010-05-27 00:00:00+00:00,123.6391907,133.9600067,135.9900055,132.8600006,135.1999969,1529150
2010-05-28 00:00:00+00:00,124.0637665,134.4199982,137,134,135.5899963,428395
2010-05-31 00:00:00+00:00,128.558548,139.2899933,139.7700043,133.1000061,134.3999939,1657050
2010-06-01 00:00:00+00:00,124.9220886,135.3500061,139.3999939,133.6199951,139.3999939,1123865
2010-06-02 00:00:00+00:00,122.8362122,133.0899963,137,131.7299957,136.9199982,778530
2010-06-03 00:00:00+00:00,126.6664734,137.2400055,138,134.1999969,135.8000031,1059015
2010-06-04 00:00:00+00:00,127.3125534,137.9400024,139.9400024,136.2299957,137.6000061,766910
2010-06-07 00:00:00+00:00,122.0978317,132.2899933,135,130,135,947530
2010-06-08 00:00:00+00:00,122.3931808,132.6100006,134.8000031,131.6499939,133,479630
2010-06-09 00:00:00+00:00,123.1223145,133.3999939,134.6999969,130.3999939,132.6100006,436625
2010-06-10 00:00:00+00:00,125.9096832,136.4199982,136.7899933,132.6900024,132.6900024,770920
2010-06-11 00:00:00+00:00,126.1588745,136.6900024,138.3600006,135.6999969,137.0299988,396325
2010-06-14 00:00:00+00:00,127.5156021,138.1600037,139.3999939,135.8500061,137,520405
2010-06-15 00:00:00+00:00,129.7306824,140.5599976,141.1600037,135.8200073,139,799185
2010-06-16 00:00:00+00:00,130.7552032,141.6699982,143.9600067,140.5599976,141,944675
2010-06-17 00:00:00+00:00,131.8719482,142.8800049,143.1999969,141.6000061,141.6000061,630010
2010-06-18 00:00:00+00:00,131.8627167,142.8699951,144.3699951,142.4499969,143,533715
2010-06-21 00:00:00+00:00,132.5272369,143.5899963,144.3800049,143.1100006,143.3000031,613985
2010-06-22 00:00:00+00:00,132.1857758,143.2200012,145.7599945,142.6000061,143.5899963,1423355
2010-06-23 00:00:00+00:00,133.644043,144.8000031,145.3000031,141.3999939,141.3999939,677995
2010-06-24 00:00:00+00:00,131.0135956,141.9499969,145.5200043,141.0200043,145.0299988,953330
2010-06-25 00:00:00+00:00,129.0569305,139.8300018,142.6999969,139.1999969,141,442165
2010-06-28 00:00:00+00:00,132.0750122,143.1000061,143.9400024,139.4600067,139.4600067,532285
2010-06-29 00:00:00+00:00,133.1456299,144.2599945,144.9799957,143.0299988,144.3800049,783870
2010-06-30 00:00:00+00:00,136.3205872,147.6999969,148.3000031,137.0599976,137.0599976,1727175
2010-07-01 00:00:00+00:00,134.6869812,145.9299927,148,145,147.6000061,1085640
2010-07-02 00:00:00+00:00,131.9734955,142.9900055,146.9400024,142.1999969,146,436715
2010-07-05 00:00:00+00:00,135.3145447,146.6100006,147.3699951,142,142.3999939,852870
2010-07-06 00:00:00+00:00,133.02565,144.1300049,146.8999939,143.2400055,145.6000061,579100
2010-07-07 00:00:00+00:00,133.9947662,145.1799927,146.8000031,144.1999969,144.1999969,560780
2010-07-08 00:00:00+00:00,133.5609436,144.7100067,146.9400024,142.8399963,146.7799988,650695
2010-07-09 00:00:00+00:00,133.6532593,144.8099976,146.9499969,143.8000031,144.7200012,621160
2010-07-12 00:00:00+00:00,137.0035858,148.4400024,149.7799988,145,146.3999939,1599720
2010-07-13 00:00:00+00:00,140.0677795,151.7599945,152.3899994,149.2200012,149.8800049,2638055
2010-07-14 00:00:00+00:00,138.3695831,149.9199982,152.9799957,148.8399963,152.2100067,1898990
2010-07-15 00:00:00+00:00,137.8434753,149.3500061,151.1100006,143.8000031,144.2799988,597610
2010-07-16 00:00:00+00:00,139.3294373,150.9600067,151.9499969,150,150,9466055
2010-07-19 00:00:00+00:00,137.9172974,149.4299927,153.1699982,148.3999939,150,1007550
2010-07-20 00:00:00+00:00,135.1392212,146.4199982,151.5399933,145.5299988,149.8000031,990480
2010-07-21 00:00:00+00:00,134.8807678,146.1399994,148.1999969,145.8899994,147.6000061,1026685
2010-07-22 00:00:00+00:00,133.93013,145.1100006,147.1399994,143.4400024,146,1634170
2010-07-23 00:00:00+00:00,133.9947662,145.1799927,146.9700012,144.6499939,145.3000031,705565
2010-07-26 00:00:00+00:00,134.1239777,145.3200073,146.3999939,144.1999969,145.5200043,735920
2010-07-27 00:00:00+00:00,133.9024506,145.0800018,146.3999939,144.3000031,146,305390
2010-07-28 00:00:00+00:00,133.7455444,144.9100037,146.1999969,144.1000061,146.1999969,300120
2010-07-29 00:00:00+00:00,133.1363831,144.25,145.3999939,143.6000061,143.8000031,585590
2010-07-30 00:00:00+00:00,133.6717224,144.8300018,147.7200012,143.7200012,145.4400024,707970
2010-08-02 00:00:00+00:00,136.2836761,147.6600037,148.8000031,145.3300018,146.8000031,1302000
2010-08-03 00:00:00+00:00,137.2989349,148.7599945,150.3000031,148.3999939,149.2299957,807660
2010-08-04 00:00:00+00:00,139.2463531,150.8699951,152.8000031,149.3999939,149.7799988,2590470
2010-08-05 00:00:00+00:00,142.7074432,154.6199951,156,150.8699951,151,3532135
2010-08-06 00:00:00+00:00,144.8948669,156.9900055,157.9400024,154.6000061,155,1931170
2010-08-09 00:00:00+00:00,146.383667,158.3000031,159.4700012,157,158,1601000
2010-08-10 00:00:00+00:00,151.0812836,163.3800049,164.8300018,158.0599976,158.0599976,3124625
2010-08-11 00:00:00+00:00,147.5303345,159.5399933,164.3999939,158.3999939,163.6000061,1420705
2010-08-12 00:00:00+00:00,147.6320343,159.6499939,161.2400055,155.1999969,158.1000061,1629590
2010-08-13 00:00:00+00:00,147.558075,159.5700073,165.9799957,158.2400055,159.6000061,2923400
2010-08-16 00:00:00+00:00,146.7812653,158.7299957,161.3399963,157,161.1999969,878645
2010-08-17 00:00:00+00:00,146.1987,158.1000061,160.3999939,157.0399933,159.3999939,5088005
2010-08-18 00:00:00+00:00,145.7548523,157.6199951,158.9400024,156.8500061,158.1999969,1197090
2010-08-19 00:00:00+00:00,147.7985077,159.8300018,162.1999969,157.1999969,158.8500061,2024180
2010-08-20 00:00:00+00:00,148.2978058,160.3699951,161,159.2200012,160.3800049,3075255
2010-08-23 00:00:00+00:00,150.7298584,163,165.8000031,160.3999939,160.3999939,1554090
2010-08-24 00:00:00+00:00,147.715271,159.7400055,165,159.4199982,163.3999939,1806540
2010-08-25 00:00:00+00:00,147.1512146,159.1300049,161.1999969,157.5899963,159.5599976,1160570
2010-08-26 00:00:00+00:00,146.8367615,158.7899933,160.6000061,158.4100037,160,2303185
2010-08-27 00:00:00+00:00,142.1114197,153.6799927,159.9400024,151.7100067,159.3999939,1447020
2010-08-30 00:00:00+00:00,141.5196228,153.0399933,162,152.0200043,155.9600067,1048150
2010-08-31 00:00:00+00:00,142.1576538,153.7299957,154.3800049,150.4400024,152,1236395
2010-09-01 00:00:00+00:00,143.6464691,155.3399963,156.6399994,154,154,657285
2010-09-02 00:00:00+00:00,141.1034851,152.5899963,157.6199951,151.7400055,156,1504755
2010-09-03 00:00:00+00:00,141.4918823,153.0099945,154.3999939,152.4700012,152.8399963,567605
2010-09-06 00:00:00+00:00,145.8843079,157.7599945,158.8000031,153.6199951,153.6199951,835515
2010-09-07 00:00:00+00:00,143.7389679,155.4400024,159.1100006,155,158,805485
2010-09-08 00:00:00+00:00,146.1710052,158.0700073,158.8000031,154.8699951,156.0099945,662285
2010-09-09 00:00:00+00:00,146.1062469,158,160,156.9799957,156.9799957,1163640
2010-09-13 00:00:00+00:00,148.0851135,160.1399994,160.7799988,156.8000031,160,1072490
2010-09-14 00:00:00+00:00,148.9821625,161.1100006,163.8000031,160.4100037,161,1298745
2010-09-15 00:00:00+00:00,149.9808197,162.1900024,163.3999939,160.6000061,160.6000061,2191880
2010-09-16 00:00:00+00:00,145.6716156,157.5299988,162.7799988,156.3999939,161.7100067,522655
2010-09-17 00:00:00+00:00,152.6070709,165.0299988,166.8800049,158.3999939,158.3999939,2022965
2010-09-20 00:00:00+00:00,156.851532,169.6199951,171.4799957,165.6000061,165.6000061,2171195
2010-09-21 00:00:00+00:00,155.9822693,168.6799927,171.3000031,167,169.8000031,1821570
2010-09-22 00:00:00+00:00,154.7986603,167.3999939,170.0200043,166.1999969,169.3200073,1029390
2010-09-23 00:00:00+00:00,153.13414,165.6000061,170.5500031,163.25,170.5500031,854754
2010-09-24 00:00:00+00:00,150.5911713,162.8500061,166.8999939,158.8999939,166.6999969,1196835
2010-09-27 00:00:00+00:00,154.3362579,166.8999939,168.5,163.6499939,164,1081969
2010-09-28 00:00:00+00:00,157.9427185,170.8000031,172.4499969,165.6499939,167.8999939,1476778
2010-09-29 00:00:00+00:00,155.6308899,168.3000031,173.3000031,167.5500031,172,1227360
2010-09-30 00:00:00+00:00,155.0298004,167.6499939,170,162.25,170,1931069
2010-10-01 00:00:00+00:00,154.4750214,167.0500031,170,165.6000061,167.6999969,727077
2010-10-04 00:00:00+00:00,154.3362579,166.8999939,170.1999969,166.3500061,167.6000061,685065
2010-10-05 00:00:00+00:00,157.2953644,170.1000061,171.6000061,164.9499969,167.3999939,1470053
2010-10-06 00:00:00+00:00,166.3576965,179.8999939,181.5500031,171.25,172.25,3351355
2010-10-07 00:00:00+00:00,167.4211273,181.0500031,185.25,180,182.8999939,1625703
2010-10-08 00:00:00+00:00,167.8372345,181.5,184.5,180.3999939,183.0500031,882766
2010-10-11 00:00:00+00:00,166.9125061,180.5,183.6000061,179.5,182,472843
2010-10-12 00:00:00+00:00,163.0749207,176.3500061,181.6499939,175,180.5,572523
2010-10-13 00:00:00+00:00,159.006134,171.9499969,178,171.6000061,176.3500061,2001885
2010-10-14 00:00:00+00:00,154.3362579,166.8999939,174.3500061,166.0500031,173.1000061,2352455
2010-10-15 00:00:00+00:00,149.7126312,161.8999939,169.8000031,160.6000061,167.25,2388253
2010-10-18 00:00:00+00:00,146.984726,158.9499969,163.3999939,157,163.3999939,1210587
2010-10-19 00:00:00+00:00,153.0878906,165.5500031,167.8999939,159.5500031,161.8000031,2076053
2010-10-20 00:00:00+00:00,152.3481293,164.75,166.9499969,164,165.5500031,842389
2010-10-21 00:00:00+00:00,160.901825,174,174.6999969,165.1000061,165.8999939,2298066
2010-10-22 00:00:00+00:00,158.3125916,171.1999969,175.6999969,169.5500031,175.0500031,530558
2010-10-25 00:00:00+00:00,151.9319916,164.3000031,173.8999939,163.8000031,172.1999969,1394953
2010-10-26 00:00:00+00:00,151.5158539,163.8500061,166.5,163,165,1164317
2010-10-27 00:00:00+00:00,148.2793579,160.3500061,164.8999939,159.6499939,163.5,1539430
2010-10-28 00:00:00+00:00,142.7772217,154.3999939,162.9499969,152.25,161,3691083
2010-10-29 00:00:00+00:00,140.4654236,151.8999939,155.8000031,150.1000061,154.8999939,2028773
2010-11-01 00:00:00+00:00,143.5170288,155.1999969,158.75,153.6499939,154.25,1402657
2010-11-02 00:00:00+00:00,141.6213226,153.1499939,156,151.1499939,155.8999939,1467943
2010-11-03 00:00:00+00:00,147.863205,159.8999939,160.6999969,154.1999969,155,2649767
2010-11-04 00:00:00+00:00,149.0653381,161.1999969,163,160.3000031,161,835546
2010-11-08 00:00:00+00:00,149.2503052,161.3999939,163.4499969,160.1999969,162.5,613082
2010-11-09 00:00:00+00:00,150.0363007,162.25,165,161.3500061,162.5,601933
2010-11-10 00:00:00+00:00,147.863205,159.8999939,162.8999939,159.5500031,162.5,423032
2010-11-11 00:00:00+00:00,143.7019348,155.3999939,161.6499939,154,161.0500031,1955709
2010-11-12 00:00:00+00:00,140.4191895,151.8500061,158.8500061,151,156.6999969,1124521
2010-11-15 00:00:00+00:00,140.1417847,151.5500031,153.4499969,150.0500031,152.6000061,606454
2010-11-16 00:00:00+00:00,137.275116,148.4499969,155.5,147.1499939,152.9499969,1473835
2010-11-18 00:00:00+00:00,136.6278229,147.75,153.4499969,147,150,1823233
2010-11-19 00:00:00+00:00,134.3622589,145.3000031,151,144,148.5500031,1042105
2010-11-22 00:00:00+00:00,135.0558167,146.0500031,147.3999939,140.6999969,145.3999939,860599
2010-11-23 00:00:00+00:00,134.4084778,145.3500061,147,142.0500031,145,977715
2010-11-24 00:00:00+00:00,133.9923706,144.8999939,148,142.3000031,147.6999969,477765
2010-11-25 00:00:00+00:00,128.5827484,139.0500031,145.25,137.6000061,143,874260
2010-11-26 00:00:00+00:00,130.6633911,141.3000031,148.6000061,114,139.9499969,5075222
2010-11-29 00:00:00+00:00,132.6977539,143.5,145.6000061,133.5500031,141,1118461
2010-11-30 00:00:00+00:00,140.9277954,152.3999939,153.8999939,139.1499939,143.5,2214284
2010-12-01 00:00:00+00:00,142.083725,153.6499939,154.8999939,150.1999969,150.25,639181
2010-12-02 00:00:00+00:00,139.032135,150.3500061,155.8999939,148.5500031,155,520492
2010-12-03 00:00:00+00:00,135.9805298,147.0500031,151.5,144.3999939,150,529009
2010-12-06 00:00:00+00:00,135.9343109,147,149.75,146,148.8999939,268880
2010-12-07 00:00:00+00:00,134.732132,145.6999969,148.1000061,144.6000061,148.1000061,198780
2010-12-08 00:00:00+00:00,130.8483124,141.5,145.9499969,140.0500031,145,387102
2010-12-09 00:00:00+00:00,127.3806152,137.75,144.1000061,136.5500031,142.1000061,781461
2010-12-10 00:00:00+00:00,135.5643921,146.6000061,149.6999969,133.1000061,137.6499939,1827567
2010-12-13 00:00:00+00:00,137.0901794,148.25,149.6999969,144.3000031,147.8999939,362511
2010-12-14 00:00:00+00:00,140.0492859,151.4499969,154.3500061,148.9499969,151,661078
2010-12-15 00:00:00+00:00,137.1364746,148.3000031,151.8999939,147,151.4499969,385342
2010-12-16 00:00:00+00:00,136.9052582,148.0500031,150.3500061,146.6000061,149.8999939,284245
2010-12-20 00:00:00+00:00,133.4375305,144.3000031,145.4499969,135.1000061,141,1097483
2010-12-21 00:00:00+00:00,138.4310303,149.6999969,150.5,143.6499939,146.9499969,638065
2010-12-22 00:00:00+00:00,138.6622467,149.9499969,152.3999939,148.5,150.5,1484744
2010-12-23 00:00:00+00:00,134.3622589,145.3000031,151.3500061,143.25,150,460088
2010-12-24 00:00:00+00:00,132.9289246,143.75,145.3999939,143.1499939,144.6499939,546725
2010-12-27 00:00:00+00:00,132.8364868,143.6499939,146.8999939,143.1000061,145,478728
2010-12-28 00:00:00+00:00,130.2472382,140.8500061,148,140.3999939,148,941747
2010-12-29 00:00:00+00:00,130.7095947,141.3500061,142.6499939,140.3000031,142,651864
2010-12-30 00:00:00+00:00,131.0332794,141.6999969,142.8500061,140.0500031,142,665419
2010-12-31 00:00:00+00:00,133.2063599,144.0500031,145.3500061,142,142.4499969,680716
2011-01-03 00:00:00+00:00,134.1310577,145.0500031,146.3999939,143.0500031,145.5500031,487210
2011-01-04 00:00:00+00:00,137.3676147,148.5500031,150.5,144.5500031,146.9499969,812777
2011-01-05 00:00:00+00:00,145.7363434,157.6000061,158.8000031,149.3000031,150.1000061,3254352
2011-01-06 00:00:00+00:00,143.2858734,154.9499969,160,154,158.3000031,1874274
2011-01-07 00:00:00+00:00,136.1654663,147.25,155.3000031,146.1000061,155,781973
2011-01-10 00:00:00+00:00,129.8311157,140.3999939,148.3000031,139.25,147.3000031,625006
2011-01-11 00:00:00+00:00,128.5827484,139.0500031,142.75,136,141.0500031,1121192
2011-01-12 00:00:00+00:00,129.2300262,139.75,140.8500061,136.5,140.3999939,1045506
2011-01-13 00:00:00+00:00,130.7558136,141.3999939,143.6999969,139.6000061,140.6000061,797536
2011-01-14 00:00:00+00:00,128.7214203,139.1999969,142.5,138,141,598460
2011-01-17 00:00:00+00:00,126.7795639,137.1000061,141,135.3500061,141,397997
2011-01-18 00:00:00+00:00,129.322525,139.8500061,140.5500031,137.5,137.5,370616
2011-01-19 00:00:00+00:00,129.2763062,139.8000031,142,138.6000061,140.0500031,379533
2011-01-20 00:00:00+00:00,128.9064026,139.3999939,142,137.6499939,139,266418
2011-01-21 00:00:00+00:00,129.4612427,140,141.3500061,138,138.8500061,271388
2011-01-24 00:00:00+00:00,131.5418091,142.25,144.5,139.75,140.3999939,657683
2011-01-25 00:00:00+00:00,129.5999451,140.1499939,144.5500031,139.8000031,143.9499969,378857
2011-01-27 00:00:00+00:00,127.7504807,138.1499939,141.5,138,141.4499969,1363893
2011-01-28 00:00:00+00:00,128.9988556,139.5,140.8500061,134.5500031,137.8000031,774349
2011-01-31 00:00:00+00:00,129.9698639,140.5500031,141,135.5500031,138,690663
2011-02-01 00:00:00+00:00,128.9526672,139.4499969,142.4499969,137.8000031,140.0500031,2105194
2011-02-02 00:00:00+00:00,126.2246857,136.5,141.0500031,135.8999939,141,2986356
2011-02-03 00:00:00+00:00,127.9354401,138.3500061,139.25,135.5,136.5,856145
2011-02-04 00:00:00+00:00,124.7913818,134.9499969,139.25,134.1999969,138.5,581117
2011-02-07 00:00:00+00:00,124.6526794,134.8000031,136.8000031,134.3000031,136.8000031,434301
2011-02-08 00:00:00+00:00,121.7860336,131.6999969,137.3999939,130.5,137,1037657
2011-02-09 00:00:00+00:00,119.2892685,129,132,126.9499969,131,1074254
2011-02-10 00:00:00+00:00,119.9365768,129.6999969,130.8500061,120.5,128.75,983982
2011-02-11 00:00:00+00:00,128.1203918,138.5500031,139.8999939,128.1999969,131,1175164
2011-02-14 00:00:00+00:00,132.4358978,142.6999969,144.3999939,137.1000061,142,875125
2011-02-15 00:00:00+00:00,131.4614563,141.6499939,146,139.3000031,142.6000061,1017479
2011-02-16 00:00:00+00:00,133.0391388,143.3500061,144.25,139,142.75,1324018
2011-02-17 00:00:00+00:00,137.1690674,147.8000031,149.3999939,142.3000031,143.6999969,1236435
2011-02-18 00:00:00+00:00,133.9208374,144.3000031,151,142.9499969,148,548509
2011-02-21 00:00:00+00:00,133.3175812,143.6499939,145.3999939,139.1999969,145.3999939,459542
2011-02-22 00:00:00+00:00,130.1157379,140.1999969,143.8000031,139.1999969,141.5,457607
2011-02-23 00:00:00+00:00,133.5495911,143.8999939,146.6000061,138.3500061,140.0500031,1732547
2011-02-24 00:00:00+00:00,135.7769775,146.3000031,149.8000031,141,144,1598633
2011-02-25 00:00:00+00:00,137.5402985,148.1999969,149.5,143.1000061,145.1000061,743380
2011-02-28 00:00:00+00:00,128.0739746,138,150.5500031,134.75,148.0500031,2792105
2011-03-01 00:00:00+00:00,128.9556274,138.9499969,141.3999939,133.25,139.1999969,3822872
2011-03-03 00:00:00+00:00,125.8466034,135.6000061,139.75,135,139.75,1759385
