Date,Adj Close,Close,High,Low,Open,Volume,Symbol
2010-01-04 00:00:00+00:00,192.4888153,229.1199951,230,227.5,227.5,11031470,SBIN
2010-01-05 00:00:00+00:00,192.5602112,229.2050018,231,228.0099945,230.8000031,11613740,SBIN
2010-01-06 00:00:00+00:00,193.7153931,230.5800018,231.5,228.5,229.6999969,14527930,SBIN
2010-01-07 00:00:00+00:00,192.6316223,229.2899933,231,228.1100006,230.6000061,8576510,SBIN
2010-01-08 00:00:00+00:00,192.0561371,228.6049957,230.3899994,228.0099945,229.3999939,10453820,SBIN
2010-01-11 00:00:00+00:00,190.4725189,226.7200012,231.2700043,226.3249969,229.6999969,14145340,SBIN
2010-01-12 00:00:00+00:00,185.0957489,220.3200073,227,219.6199951,226.6999969,22917720,SBIN
2010-01-13 00:00:00+00:00,182.8022003,217.5899963,219.5,215.8099976,219.5,21719690,SBIN
2010-01-14 00:00:00+00:00,181.2437744,215.7350006,219.8999939,214.5549927,218.8000031,20723990,SBIN
2010-01-15 00:00:00+00:00,180.0676117,214.3350067,217.8399963,213.6799927,216.8000031,20611920,SBIN
2010-01-18 00:00:00+00:00,181.1639404,215.6399994,218.3049927,214.2799988,217.5,19222170,SBIN
2010-01-19 00:00:00+00:00,182.5669556,217.3099976,218.6999969,215.6999969,216.9799957,12277070,SBIN
2010-01-20 00:00:00+00:00,181.4537964,215.9850006,218.6600037,215.2550049,218.3999939,16830720,SBIN
2010-01-21 00:00:00+00:00,178.4503632,212.4100037,216.1300049,211.2299957,215.8999939,19265470,SBIN
2010-01-22 00:00:00+00:00,175.3629456,208.7350006,210.6499939,205.3049927,210.0149994,27193180,SBIN
2010-01-25 00:00:00+00:00,175.7199554,209.1600037,213.6999969,205.5549927,205.5549927,15378040,SBIN
2010-01-27 00:00:00+00:00,166.9868927,198.7649994,206.8399963,197.1100006,206,38068910,SBIN
2010-01-28 00:00:00+00:00,168.2974701,200.3249969,210,199.1000061,210,27952460,SBIN
2010-01-29 00:00:00+00:00,172.779541,205.6600037,206.7400055,195.5050049,199,46487190,SBIN
2010-02-01 00:00:00+00:00,169.8097076,202.125,214.8000031,201.5500031,214.8000031,22047160,SBIN
2010-02-02 00:00:00+00:00,166.2055817,197.8350067,204.5200043,197.4149933,203.0200043,24086260,SBIN
2010-02-03 00:00:00+00:00,167.9236298,199.8800049,201.5899963,198.3500061,198.6300049,30450710,SBIN
2010-02-04 00:00:00+00:00,163.6473999,194.7899933,199.6699982,194,199.6000061,35357120,SBIN
2010-02-05 00:00:00+00:00,160.2611542,189.7799988,193,186.3099976,193,26878830,SBIN
2010-02-08 00:00:00+00:00,163.5334015,193.6549988,194.7799988,188.3650055,190,18885130,SBIN
2010-02-09 00:00:00+00:00,164.6945343,195.0299988,195.8000031,192.5,193.1000061,13836980,SBIN
2010-02-10 00:00:00+00:00,161.4476013,191.1849976,197,189.5,197,19731930,SBIN
2010-02-11 00:00:00+00:00,161.9373779,191.7649994,194,191.1000061,192.3899994,12427940,SBIN
2010-02-15 00:00:00+00:00,160.024704,189.5,192.5,188.6300049,192.5,13325010,SBIN
2010-02-16 00:00:00+00:00,162.1864624,192.0599976,192.5,189.5,191.3999939,8070150,SBIN
2010-02-17 00:00:00+00:00,165.2476501,195.6849976,196.25,192.7250061,193.5,13468360,SBIN
2010-02-18 00:00:00+00:00,164.02742,194.2400055,196,192.7299957,195.7899933,13103230,SBIN
2010-02-19 00:00:00+00:00,160.894516,190.5299988,193.3999939,189.0050049,192.5,15863020,SBIN
2010-02-22 00:00:00+00:00,161.8275909,191.6349945,193.5,191.0149994,192,11528650,SBIN
2010-02-23 00:00:00+00:00,161.4518433,191.1900024,193.4499969,190.6600037,191.4900055,10625770,SBIN
2010-02-24 00:00:00+00:00,162.2413788,192.125,193,190,190.6000061,8173590,SBIN
2010-02-25 00:00:00+00:00,161.5996094,191.3650055,193,190.3399963,192.5,21615960,SBIN
2010-02-26 00:00:00+00:00,166.7212219,197.4299927,203.1999969,191.5,192.5,43215190,SBIN
2010-03-02 00:00:00+00:00,167.7641144,198.6649933,201.1000061,197.4199982,199.0549927,19347350,SBIN
2010-03-03 00:00:00+00:00,170.7830811,202.2400055,202.5899963,198.9100037,198.9100037,15843680,SBIN
2010-03-04 00:00:00+00:00,171.6528625,203.2700043,204.4700012,201.1999969,202.3000031,14301070,SBIN
2010-03-05 00:00:00+00:00,172.8773346,204.7200012,205.8999939,202.1100006,204.5,12685070,SBIN
2010-03-08 00:00:00+00:00,174.4606934,206.5950012,211.25,203.3099976,206,38664790,SBIN
2010-03-09 00:00:00+00:00,172.6577759,204.4600067,207.8000031,203.2550049,203.2550049,14305280,SBIN
2010-03-10 00:00:00+00:00,172.0370636,203.7250061,205.0200043,202.6399994,205.0200043,12767630,SBIN
2010-03-11 00:00:00+00:00,172.7548828,204.5749969,205.2799988,201.8300018,204,11979800,SBIN
2010-03-12 00:00:00+00:00,172.9364624,204.7899933,206.2649994,203.8650055,204.1999969,12033430,SBIN
2010-03-15 00:00:00+00:00,170.1666107,201.5099945,204.4750061,201.1100006,203.9499969,8997490,SBIN
2010-03-16 00:00:00+00:00,170.2299805,201.5850067,202.5,199.7599945,201.7050018,12857170,SBIN
2010-03-17 00:00:00+00:00,171.1968536,202.7299957,204.1999969,201.5650024,202.0050049,10777370,SBIN
2010-03-18 00:00:00+00:00,171.3953094,202.9649963,205.0500031,201.0500031,203,14269070,SBIN
2010-03-19 00:00:00+00:00,173.8273621,205.8450012,206.5850067,203.3300018,204,12889130,SBIN
2010-03-22 00:00:00+00:00,172.3495483,204.0950012,205.3800049,201,202.5149994,11151560,SBIN
2010-03-23 00:00:00+00:00,172.9913177,204.8549957,205.6649933,201.8600006,204.1999969,13650500,SBIN
2010-03-25 00:00:00+00:00,173.0757751,204.9550018,206.1600037,202.5200043,204.4649963,13646480,SBIN
2010-03-26 00:00:00+00:00,175.043335,207.2850037,207.8000031,204.5050049,205.4850006,13422710,SBIN
2010-03-29 00:00:00+00:00,176.918045,209.5050049,210.5,207.3000031,207.5,11231550,SBIN
2010-03-30 00:00:00+00:00,175.8625183,208.2550049,212.1950073,207.5,209.5050049,11929880,SBIN
2010-03-31 00:00:00+00:00,175.4951324,207.8200073,209.8899994,207.3350067,208.5,9997220,SBIN
2010-04-01 00:00:00+00:00,177.5556335,210.2599945,210.8000031,207.5299988,208,7681450,SBIN
2010-04-05 00:00:00+00:00,180.5661163,213.8249969,214.2200012,210.5,211.5,11075350,SBIN
2010-04-06 00:00:00+00:00,179.3247375,212.3549957,214.7749939,211.2100067,214.3899994,12359300,SBIN
2010-04-07 00:00:00+00:00,178.2565155,211.0899963,213.5,209.6000061,213.0299988,13004150,SBIN
2010-04-08 00:00:00+00:00,176.9898529,209.5899963,210.9799957,208.7550049,210.5,11497010,SBIN
2010-04-09 00:00:00+00:00,177.8511658,210.6100006,212.5,209.3549957,210,12367190,SBIN
2010-04-12 00:00:00+00:00,176.6605225,209.1999969,211.5,208,211.5,8614120,SBIN
2010-04-13 00:00:00+00:00,176.8251801,209.3950043,211.1999969,206.3000031,209.6999969,17619090,SBIN
2010-04-15 00:00:00+00:00,173.4557648,205.4049988,210.9049988,204.8000031,209.6649933,13016220,SBIN
2010-04-16 00:00:00+00:00,172.9195557,204.7700043,205.4850006,202.5249939,205,9466180,SBIN
2010-04-19 00:00:00+00:00,171.6317596,203.2449951,204.4900055,201.1999969,203.9949951,9250600,SBIN
2010-04-20 00:00:00+00:00,177.1967468,209.8350067,210.6600037,202.1000061,204.2400055,24993280,SBIN
2010-04-21 00:00:00+00:00,177.8258514,210.5800018,211.8999939,208.6600037,211,15633000,SBIN
2010-04-22 00:00:00+00:00,187.7313538,222.3099976,224.8899994,208.2100067,208.2100067,65306760,SBIN
2010-04-23 00:00:00+00:00,190.8981018,226.0599976,229.3999939,221.1000061,223,31784560,SBIN
2010-04-26 00:00:00+00:00,190.1338196,225.1549988,227.8999939,224.1100006,226.3999939,12145600,SBIN
2010-04-27 00:00:00+00:00,187.2837982,221.7799988,225.5,220.9100037,225.1999969,11094760,SBIN
2010-04-28 00:00:00+00:00,188.4998169,223.2200012,225.1849976,218.25,220.3999939,18684250,SBIN
2010-04-29 00:00:00+00:00,192.0296326,227.3999939,228.5,223.5,224,21393940,SBIN
2010-04-30 00:00:00+00:00,194.2843475,230.0700073,231.8899994,228,228,19146310,SBIN
2010-05-03 00:00:00+00:00,193.9845123,229.7149963,230.5,227.7050018,229,13160890,SBIN
2010-05-04 00:00:00+00:00,192.5447388,228.0099945,231.5899963,227.3099976,230.5,13397620,SBIN
2010-05-05 00:00:00+00:00,192.2154236,227.6199951,228.5,224.0500031,226,16717010,SBIN
2010-05-06 00:00:00+00:00,195.2048035,231.1600037,232,226.2299957,228,17751300,SBIN
2010-05-07 00:00:00+00:00,187.9888916,222.6150055,229.1799927,221.8350067,227.5200043,16085350,SBIN
2010-05-10 00:00:00+00:00,194.8881226,230.7850037,232.5099945,224.2149963,225,14791690,SBIN
2010-05-11 00:00:00+00:00,193.1992188,228.7850037,233.8950043,228.1150055,231.3999939,18377970,SBIN
2010-05-12 00:00:00+00:00,196.2687988,232.4199982,233.8999939,228.1999969,229,20204040,SBIN
2010-05-13 00:00:00+00:00,195.7241364,231.7749939,234.8999939,230.6199951,233.1999969,17762910,SBIN
2010-05-14 00:00:00+00:00,187.8284454,222.4250031,233.3899994,221.1600037,231.5,33008880,SBIN
2010-05-17 00:00:00+00:00,190.0662231,225.0749969,227.1999969,214.1349945,221,25703050,SBIN
2010-05-18 00:00:00+00:00,192.5363159,228,229.8000031,223.1349945,224.7899933,18901340,SBIN
2010-05-19 00:00:00+00:00,186.9755402,221.4149933,227.3000031,219,226,20415020,SBIN
2010-05-20 00:00:00+00:00,191.4807129,226.75,228.1999969,222.1100006,222.1999969,17039960,SBIN
2010-05-21 00:00:00+00:00,191.7931824,227.1199951,228,221.0350037,222.1999969,15706440,SBIN
2010-05-24 00:00:00+00:00,188.4153442,223.1199951,231.1000061,222.2949982,228.1999969,15195470,SBIN
2010-05-25 00:00:00+00:00,181.9890289,215.5099945,222,213.8000031,222,17355820,SBIN
2010-05-26 00:00:00+00:00,183.5512848,217.3600006,218.6000061,215.1600037,217.1799927,16500270,SBIN
2010-05-27 00:00:00+00:00,187.4188843,221.9400024,224.8000031,215.7299957,217,21781920,SBIN
2010-05-28 00:00:00+00:00,189.1078033,223.9400024,225.8800049,220.3150024,224.3999939,13567960,SBIN
2010-05-31 00:00:00+00:00,191.5904999,226.8800049,227.4499969,223,223,11989040,SBIN
2010-06-01 00:00:00+00:00,186.5955353,220.9649963,227.6000061,220.2100067,225.1100006,14423360,SBIN
2010-06-02 00:00:00+00:00,190.6996307,225.8249969,226.6999969,221,221.2200012,12342500,SBIN
2010-06-03 00:00:00+00:00,193.1527557,228.7299957,230.5950012,226.5050049,226.5050049,12587190,SBIN
2010-06-04 00:00:00+00:00,197.6663818,234.0749969,234.8000031,227.8999939,229,19478740,SBIN
2010-06-07 00:00:00+00:00,193.1063385,228.6750031,232,223.2850037,225.1199951,14925200,SBIN
2010-06-08 00:00:00+00:00,192.857193,228.3800049,233.1450043,226.8600006,228.8000031,14018340,SBIN
2010-06-09 00:00:00+00:00,193.5983734,227.25,230.8999939,225.8000031,228.5,18141760,SBIN
2010-06-10 00:00:00+00:00,198.2285309,232.6849976,233.8000031,226.6000061,226.6000061,24496840,SBIN
2010-06-11 00:00:00+00:00,199.3403015,233.9900055,263.0100098,232.6100006,263.0100098,15063270,SBIN
2010-06-14 00:00:00+00:00,199.7747803,234.5,235.9949951,232.6000061,234.5,10187660,SBIN
2010-06-15 00:00:00+00:00,201.4104462,236.4199982,237.4349976,232,234.9900055,15305340,SBIN
2010-06-16 00:00:00+00:00,201.197464,236.1699982,241.6999969,234.5399933,241.6999969,14141550,SBIN
2010-06-17 00:00:00+00:00,200.2731781,235.0850067,236.1999969,232.3549957,235.8999939,10331080,SBIN
2010-06-18 00:00:00+00:00,202.1260529,237.2599945,237.9949951,234,234.9850006,15597620,SBIN
2010-06-21 00:00:00+00:00,203.4209747,238.7799988,240.2749939,237.5,237.5,8879250,SBIN
2010-06-22 00:00:00+00:00,200.5883484,235.4550018,239.3999939,235.0099945,237.5,8514510,SBIN
2010-06-23 00:00:00+00:00,200.162384,234.9550018,235.8000031,232.8500061,235,10849420,SBIN
2010-06-24 00:00:00+00:00,200.8439331,235.7550049,236.6000061,233.8000031,235,12123400,SBIN
2010-06-25 00:00:00+00:00,196.0093079,230.0800018,235.5,228.5,235.0149994,13022720,SBIN
2010-06-28 00:00:00+00:00,196.2521057,230.3650055,231.4499969,227.5,228.8000031,10718170,SBIN
2010-06-29 00:00:00+00:00,195.1871948,229.1150055,232.8899994,228.1150055,230.5,14208420,SBIN
2010-06-30 00:00:00+00:00,196.1115265,230.1999969,231.1999969,227.5,227.9799957,10610400,SBIN
2010-07-01 00:00:00+00:00,192.725174,226.2250061,229.8999939,225.3999939,229.1100006,14219900,SBIN
2010-07-02 00:00:00+00:00,192.9636536,226.5050049,227.9900055,225.7350006,226.5,8907340,SBIN
2010-07-05 00:00:00+00:00,193.5983734,227.25,229.3999939,225.3549957,226.5099945,6192550,SBIN
2010-07-06 00:00:00+00:00,197.0315857,231.2799988,231.8999939,226.8350067,227.3000031,10143910,SBIN
2010-07-07 00:00:00+00:00,196.2904358,230.4100037,231.8999939,229.1000061,230.8999939,8912210,SBIN
2010-07-08 00:00:00+00:00,200.7799988,235.6799927,236.6849976,231.5,231.5,17562290,SBIN
2010-07-09 00:00:00+00:00,201.8108826,236.8899994,237.8549957,236.0099945,236.5,9803290,SBIN
2010-07-12 00:00:00+00:00,204.5199738,240.0700073,241.1999969,237.0050049,237.5050049,14948170,SBIN
2010-07-13 00:00:00+00:00,206.9394073,242.9100037,243.7100067,239.0099945,240.1000061,17615470,SBIN
2010-07-14 00:00:00+00:00,209.9552155,246.4499969,247.8999939,243.6999969,243.6999969,18159640,SBIN
2010-07-15 00:00:00+00:00,207.8552399,243.9850006,247.3000031,243.3999939,247.0500031,8162390,SBIN
2010-07-16 00:00:00+00:00,208.6347198,244.8999939,246.4750061,242.8099976,244.5,9528070,SBIN
2010-07-19 00:00:00+00:00,209.1671906,245.5249939,246.3000031,242.6000061,243.8950043,7630370,SBIN
2010-07-20 00:00:00+00:00,208.6347198,244.8999939,246.4900055,244.0249939,245.5249939,5076900,SBIN
2010-07-21 00:00:00+00:00,207.5911102,243.6750031,246.3099976,243.3999939,245.5549927,5055340,SBIN
2010-07-22 00:00:00+00:00,210.956192,247.625,248.7400055,241.7749939,242.7149963,11585880,SBIN
2010-07-23 00:00:00+00:00,212.7068787,249.6799927,250.375,247.6000061,248.1000061,14843460,SBIN
2010-07-26 00:00:00+00:00,205.3250427,241.0149994,250.2350006,240.2100067,249.8000031,15780730,SBIN
2010-07-27 00:00:00+00:00,207.4548187,243.5149994,244.6900024,240.0599976,241.9949951,23112370,SBIN
2010-07-28 00:00:00+00:00,210.5345154,247.1300049,247.8000031,242.3150024,243.4649963,16576370,SBIN
2010-07-29 00:00:00+00:00,210.6835785,247.3049927,248.2799988,243.6100006,246.1999969,15800230,SBIN
2010-07-30 00:00:00+00:00,213.226532,250.2899933,252.1999969,245.0449982,246,26944870,SBIN
2010-08-02 00:00:00+00:00,220.3358459,258.6350098,260,251.1999969,251.9949951,20585770,SBIN
2010-08-03 00:00:00+00:00,221.5455475,260.0549927,261.6749878,257.8999939,259.894989,16001370,SBIN
2010-08-04 00:00:00+00:00,221.0855103,259.5150146,261,257.2999878,260.9949951,9779810,SBIN
